"first","second"
"57.987 , 49.98 , 158.9925","131.988 , 179.979 , 127.9845"
"57.987 , 49.98 , 158.9925","64.9995 , 161.976 , 68.9775"
"57.987 , 49.98 , 158.9925","72.981 , 127.9845 , 85.986"
"57.987 , 49.98 , 158.9925","32.997 , 116.994 , 39.984"
"57.987 , 49.98 , 158.9925","22.9755 , 61.9905 , 31.977"
"57.987 , 49.98 , 158.9925","216.9795 , 226.9755 , 106.998"
"57.987 , 49.98 , 158.9925","197.982 , 221.9775 , 36.975"
"57.987 , 49.98 , 158.9925","174.981 , 190.995 , 90.984"
"57.987 , 49.98 , 158.9925","170.9775 , 201.9855 , 1.989"
"57.987 , 49.98 , 158.9925","132.9825 , 147.9765 , 42.993"
"57.987 , 49.98 , 158.9925","117.9885 , 142.9785 , 0.9945"
"57.987 , 49.98 , 158.9925","68.9775 , 85.986 , 7.9815"
"57.987 , 49.98 , 158.9925","251.991 , 236.997 , 119.9775"
"57.987 , 49.98 , 158.9925","252.9855 , 221.9775 , 42.993"
"57.987 , 49.98 , 158.9925","211.9815 , 190.995 , 81.9825"
"57.987 , 49.98 , 158.9925","244.9785 , 208.998 , 0.9945"
"57.987 , 49.98 , 158.9925","175.9755 , 151.98 , 45.9765"
"57.987 , 49.98 , 158.9925","170.9775 , 143.9985 , 2.9835"
"57.987 , 49.98 , 158.9925","104.9835 , 90.984 , 20.9865"
"57.987 , 49.98 , 158.9925","250.9965 , 200.991 , 141.984"
"57.987 , 49.98 , 158.9925","251.991 , 166.9995 , 40.9785"
"57.987 , 49.98 , 158.9925","228.99 , 154.989 , 91.9785"
"57.987 , 49.98 , 158.9925","255 , 143.9985 , 0"
"57.987 , 49.98 , 158.9925","174.981 , 120.9975 , 60.996"
"57.987 , 49.98 , 158.9925","172.992 , 100.98 , 1.989"
"57.987 , 49.98 , 158.9925","118.983 , 69.9975 , 11.985"
"57.987 , 49.98 , 158.9925","250.9965 , 175.9755 , 153"
"57.987 , 49.98 , 158.9925","251.991 , 112.9905 , 46.9965"
"57.987 , 49.98 , 158.9925","230.979 , 126.99 , 114.9795"
"57.987 , 49.98 , 158.9925","232.9935 , 52.989 , 6.987"
"57.987 , 49.98 , 158.9925","162.996 , 87.975 , 57.987"
"57.987 , 49.98 , 158.9925","165.9795 , 26.979 , 1.989"
"57.987 , 49.98 , 158.9925","120.9975 , 41.9985 , 24.99"
"57.987 , 49.98 , 158.9925","246.993 , 153.9945 , 161.976"
"57.987 , 49.98 , 158.9925","226.9755 , 97.9965 , 100.98"
"57.987 , 49.98 , 158.9925","210.987 , 121.992 , 125.9955"
"57.987 , 49.98 , 158.9925","218.994 , 11.985 , 39.984"
"57.987 , 49.98 , 158.9925","150.9855 , 72.981 , 75.99"
"57.987 , 49.98 , 158.9925","155.9835 , 8.976 , 26.979"
"57.987 , 49.98 , 158.9925","89.9895 , 29.988 , 31.977"
"57.987 , 49.98 , 158.9925","1.989 , 3.978 , 0.9945"
"57.987 , 49.98 , 158.9925","41.9985 , 48.9855 , 40.9785"
"57.987 , 49.98 , 158.9925","89.9895 , 95.982 , 81.9825"
"57.987 , 49.98 , 158.9925","93.993 , 99.9855 , 85.986"
"57.987 , 49.98 , 158.9925","126.99 , 130.9935 , 116.994"
"57.987 , 49.98 , 158.9925","157.998 , 161.976 , 147.9765"
"57.987 , 49.98 , 158.9925","180.999 , 186.9915 , 172.992"
"57.987 , 49.98 , 158.9925","216.9795 , 218.994 , 205.989"
"57.987 , 49.98 , 158.9925","246.993 , 247.9875 , 241.995"
"78.999 , 72.981 , 108.987","78.999 , 72.981 , 108.987"
"78.999 , 72.981 , 108.987","38.9895 , 29.988 , 110.976"
"78.999 , 72.981 , 108.987","23.9955 , 22.9755 , 57.987"
"78.999 , 72.981 , 108.987","134.997 , 162.996 , 201.9855"
"78.999 , 72.981 , 108.987","66.9885 , 122.9865 , 196.9875"
"78.999 , 72.981 , 108.987","95.982 , 122.9865 , 167.994"
"78.999 , 72.981 , 108.987","12.9795 , 79.9935 , 162.996"
"78.999 , 72.981 , 108.987","63.9795 , 89.9895 , 122.9865"
"78.999 , 72.981 , 108.987","2.9835 , 44.982 , 136.986"
"78.999 , 72.981 , 108.987","3.978 , 32.997 , 64.9995"
"78.999 , 72.981 , 108.987","115.9995 , 183.9825 , 195.993"
"78.999 , 72.981 , 108.987","51 , 148.9965 , 183.9825"
"78.999 , 72.981 , 108.987","88.995 , 145.9875 , 162.996"
"78.999 , 72.981 , 108.987","2.9835 , 82.977 , 154.989"
"78.999 , 72.981 , 108.987","47.991 , 40.9785 , 116.994"
"78.999 , 72.981 , 108.987","3.978 , 64.9995 , 111.996"
"78.999 , 72.981 , 108.987","9.996 , 56.9925 , 76.9845"
"78.999 , 72.981 , 108.987","141.984 , 207.978 , 193.9785"
"78.999 , 72.981 , 108.987","65.994 , 167.994 , 154.989"
"78.999 , 72.981 , 108.987","104.9835 , 168.9885 , 153"
"78.999 , 72.981 , 108.987","8.976 , 110.976 , 121.992"
"78.999 , 72.981 , 108.987","54.978 , 116.994 , 103.989"
"78.999 , 72.981 , 108.987","3.978 , 78.999 , 73.9755"
"78.999 , 72.981 , 108.987","10.9905 , 59.976 , 56.9925"
"78.999 , 72.981 , 108.987","163.9905 , 226.9755 , 172.992"
"78.999 , 72.981 , 108.987","95.982 , 193.9785 , 110.976"
"78.999 , 72.981 , 108.987","131.988 , 179.979 , 127.9845"
"78.999 , 72.981 , 108.987","64.9995 , 161.976 , 68.9775"
"78.999 , 72.981 , 108.987","72.981 , 127.9845 , 85.986"
"78.999 , 72.981 , 108.987","32.997 , 116.994 , 39.984"
"78.999 , 72.981 , 108.987","22.9755 , 61.9905 , 31.977"
"78.999 , 72.981 , 108.987","216.9795 , 226.9755 , 106.998"
"78.999 , 72.981 , 108.987","197.982 , 221.9775 , 36.975"
"78.999 , 72.981 , 108.987","174.981 , 190.995 , 90.984"
"78.999 , 72.981 , 108.987","170.9775 , 201.9855 , 1.989"
"78.999 , 72.981 , 108.987","132.9825 , 147.9765 , 42.993"
"78.999 , 72.981 , 108.987","117.9885 , 142.9785 , 0.9945"
"78.999 , 72.981 , 108.987","68.9775 , 85.986 , 7.9815"
"78.999 , 72.981 , 108.987","251.991 , 236.997 , 119.9775"
"78.999 , 72.981 , 108.987","252.9855 , 221.9775 , 42.993"
"78.999 , 72.981 , 108.987","211.9815 , 190.995 , 81.9825"
"78.999 , 72.981 , 108.987","244.9785 , 208.998 , 0.9945"
"78.999 , 72.981 , 108.987","175.9755 , 151.98 , 45.9765"
"78.999 , 72.981 , 108.987","170.9775 , 143.9985 , 2.9835"
"78.999 , 72.981 , 108.987","104.9835 , 90.984 , 20.9865"
"78.999 , 72.981 , 108.987","250.9965 , 200.991 , 141.984"
"78.999 , 72.981 , 108.987","251.991 , 166.9995 , 40.9785"
"78.999 , 72.981 , 108.987","228.99 , 154.989 , 91.9785"
"78.999 , 72.981 , 108.987","255 , 143.9985 , 0"
"78.999 , 72.981 , 108.987","174.981 , 120.9975 , 60.996"
"78.999 , 72.981 , 108.987","172.992 , 100.98 , 1.989"
"78.999 , 72.981 , 108.987","118.983 , 69.9975 , 11.985"
"78.999 , 72.981 , 108.987","250.9965 , 175.9755 , 153"
"78.999 , 72.981 , 108.987","251.991 , 112.9905 , 46.9965"
"78.999 , 72.981 , 108.987","230.979 , 126.99 , 114.9795"
"78.999 , 72.981 , 108.987","232.9935 , 52.989 , 6.987"
"78.999 , 72.981 , 108.987","162.996 , 87.975 , 57.987"
"78.999 , 72.981 , 108.987","165.9795 , 26.979 , 1.989"
"78.999 , 72.981 , 108.987","120.9975 , 41.9985 , 24.99"
"78.999 , 72.981 , 108.987","246.993 , 153.9945 , 161.976"
"78.999 , 72.981 , 108.987","226.9755 , 97.9965 , 100.98"
"78.999 , 72.981 , 108.987","210.987 , 121.992 , 125.9955"
"78.999 , 72.981 , 108.987","218.994 , 11.985 , 39.984"
"78.999 , 72.981 , 108.987","150.9855 , 72.981 , 75.99"
"78.999 , 72.981 , 108.987","155.9835 , 8.976 , 26.979"
"78.999 , 72.981 , 108.987","89.9895 , 29.988 , 31.977"
"78.999 , 72.981 , 108.987","1.989 , 3.978 , 0.9945"
"78.999 , 72.981 , 108.987","41.9985 , 48.9855 , 40.9785"
"78.999 , 72.981 , 108.987","89.9895 , 95.982 , 81.9825"
"78.999 , 72.981 , 108.987","93.993 , 99.9855 , 85.986"
"78.999 , 72.981 , 108.987","126.99 , 130.9935 , 116.994"
"78.999 , 72.981 , 108.987","157.998 , 161.976 , 147.9765"
"78.999 , 72.981 , 108.987","180.999 , 186.9915 , 172.992"
"78.999 , 72.981 , 108.987","216.9795 , 218.994 , 205.989"
"78.999 , 72.981 , 108.987","246.993 , 247.9875 , 241.995"
"38.9895 , 29.988 , 110.976","38.9895 , 29.988 , 110.976"
"38.9895 , 29.988 , 110.976","23.9955 , 22.9755 , 57.987"
"38.9895 , 29.988 , 110.976","134.997 , 162.996 , 201.9855"
"38.9895 , 29.988 , 110.976","66.9885 , 122.9865 , 196.9875"
"38.9895 , 29.988 , 110.976","95.982 , 122.9865 , 167.994"
"38.9895 , 29.988 , 110.976","12.9795 , 79.9935 , 162.996"
"38.9895 , 29.988 , 110.976","63.9795 , 89.9895 , 122.9865"
"38.9895 , 29.988 , 110.976","2.9835 , 44.982 , 136.986"
"38.9895 , 29.988 , 110.976","3.978 , 32.997 , 64.9995"
"38.9895 , 29.988 , 110.976","115.9995 , 183.9825 , 195.993"
"38.9895 , 29.988 , 110.976","51 , 148.9965 , 183.9825"
"38.9895 , 29.988 , 110.976","88.995 , 145.9875 , 162.996"
"38.9895 , 29.988 , 110.976","2.9835 , 82.977 , 154.989"
"38.9895 , 29.988 , 110.976","47.991 , 40.9785 , 116.994"
"38.9895 , 29.988 , 110.976","3.978 , 64.9995 , 111.996"
"38.9895 , 29.988 , 110.976","9.996 , 56.9925 , 76.9845"
"38.9895 , 29.988 , 110.976","141.984 , 207.978 , 193.9785"
"38.9895 , 29.988 , 110.976","65.994 , 167.994 , 154.989"
"38.9895 , 29.988 , 110.976","104.9835 , 168.9885 , 153"
"38.9895 , 29.988 , 110.976","8.976 , 110.976 , 121.992"
"38.9895 , 29.988 , 110.976","54.978 , 116.994 , 103.989"
"38.9895 , 29.988 , 110.976","3.978 , 78.999 , 73.9755"
"38.9895 , 29.988 , 110.976","10.9905 , 59.976 , 56.9925"
"38.9895 , 29.988 , 110.976","163.9905 , 226.9755 , 172.992"
"38.9895 , 29.988 , 110.976","95.982 , 193.9785 , 110.976"
"38.9895 , 29.988 , 110.976","131.988 , 179.979 , 127.9845"
"38.9895 , 29.988 , 110.976","64.9995 , 161.976 , 68.9775"
"38.9895 , 29.988 , 110.976","72.981 , 127.9845 , 85.986"
"38.9895 , 29.988 , 110.976","32.997 , 116.994 , 39.984"
"38.9895 , 29.988 , 110.976","22.9755 , 61.9905 , 31.977"
"38.9895 , 29.988 , 110.976","216.9795 , 226.9755 , 106.998"
"38.9895 , 29.988 , 110.976","197.982 , 221.9775 , 36.975"
"38.9895 , 29.988 , 110.976","174.981 , 190.995 , 90.984"
"38.9895 , 29.988 , 110.976","170.9775 , 201.9855 , 1.989"
"38.9895 , 29.988 , 110.976","132.9825 , 147.9765 , 42.993"
"38.9895 , 29.988 , 110.976","117.9885 , 142.9785 , 0.9945"
"38.9895 , 29.988 , 110.976","68.9775 , 85.986 , 7.9815"
"38.9895 , 29.988 , 110.976","251.991 , 236.997 , 119.9775"
"38.9895 , 29.988 , 110.976","252.9855 , 221.9775 , 42.993"
"38.9895 , 29.988 , 110.976","211.9815 , 190.995 , 81.9825"
"38.9895 , 29.988 , 110.976","244.9785 , 208.998 , 0.9945"
"38.9895 , 29.988 , 110.976","175.9755 , 151.98 , 45.9765"
"38.9895 , 29.988 , 110.976","170.9775 , 143.9985 , 2.9835"
"38.9895 , 29.988 , 110.976","104.9835 , 90.984 , 20.9865"
"38.9895 , 29.988 , 110.976","250.9965 , 200.991 , 141.984"
"38.9895 , 29.988 , 110.976","251.991 , 166.9995 , 40.9785"
"38.9895 , 29.988 , 110.976","228.99 , 154.989 , 91.9785"
"38.9895 , 29.988 , 110.976","255 , 143.9985 , 0"
"38.9895 , 29.988 , 110.976","174.981 , 120.9975 , 60.996"
"38.9895 , 29.988 , 110.976","172.992 , 100.98 , 1.989"
"38.9895 , 29.988 , 110.976","118.983 , 69.9975 , 11.985"
"38.9895 , 29.988 , 110.976","250.9965 , 175.9755 , 153"
"38.9895 , 29.988 , 110.976","251.991 , 112.9905 , 46.9965"
"38.9895 , 29.988 , 110.976","230.979 , 126.99 , 114.9795"
"38.9895 , 29.988 , 110.976","232.9935 , 52.989 , 6.987"
"38.9895 , 29.988 , 110.976","162.996 , 87.975 , 57.987"
"38.9895 , 29.988 , 110.976","165.9795 , 26.979 , 1.989"
"38.9895 , 29.988 , 110.976","120.9975 , 41.9985 , 24.99"
"38.9895 , 29.988 , 110.976","246.993 , 153.9945 , 161.976"
"38.9895 , 29.988 , 110.976","226.9755 , 97.9965 , 100.98"
"38.9895 , 29.988 , 110.976","210.987 , 121.992 , 125.9955"
"38.9895 , 29.988 , 110.976","218.994 , 11.985 , 39.984"
"38.9895 , 29.988 , 110.976","150.9855 , 72.981 , 75.99"
"38.9895 , 29.988 , 110.976","155.9835 , 8.976 , 26.979"
"38.9895 , 29.988 , 110.976","89.9895 , 29.988 , 31.977"
"38.9895 , 29.988 , 110.976","1.989 , 3.978 , 0.9945"
"38.9895 , 29.988 , 110.976","41.9985 , 48.9855 , 40.9785"
"38.9895 , 29.988 , 110.976","89.9895 , 95.982 , 81.9825"
"38.9895 , 29.988 , 110.976","93.993 , 99.9855 , 85.986"
"38.9895 , 29.988 , 110.976","126.99 , 130.9935 , 116.994"
"38.9895 , 29.988 , 110.976","157.998 , 161.976 , 147.9765"
"38.9895 , 29.988 , 110.976","180.999 , 186.9915 , 172.992"
"38.9895 , 29.988 , 110.976","216.9795 , 218.994 , 205.989"
"38.9895 , 29.988 , 110.976","246.993 , 247.9875 , 241.995"
"23.9955 , 22.9755 , 57.987","23.9955 , 22.9755 , 57.987"
"23.9955 , 22.9755 , 57.987","134.997 , 162.996 , 201.9855"
"23.9955 , 22.9755 , 57.987","66.9885 , 122.9865 , 196.9875"
"23.9955 , 22.9755 , 57.987","95.982 , 122.9865 , 167.994"
"23.9955 , 22.9755 , 57.987","12.9795 , 79.9935 , 162.996"
"23.9955 , 22.9755 , 57.987","63.9795 , 89.9895 , 122.9865"
"23.9955 , 22.9755 , 57.987","2.9835 , 44.982 , 136.986"
"23.9955 , 22.9755 , 57.987","3.978 , 32.997 , 64.9995"
"23.9955 , 22.9755 , 57.987","115.9995 , 183.9825 , 195.993"
"23.9955 , 22.9755 , 57.987","51 , 148.9965 , 183.9825"
"23.9955 , 22.9755 , 57.987","88.995 , 145.9875 , 162.996"
"23.9955 , 22.9755 , 57.987","2.9835 , 82.977 , 154.989"
"23.9955 , 22.9755 , 57.987","47.991 , 40.9785 , 116.994"
"23.9955 , 22.9755 , 57.987","3.978 , 64.9995 , 111.996"
"23.9955 , 22.9755 , 57.987","9.996 , 56.9925 , 76.9845"
"23.9955 , 22.9755 , 57.987","141.984 , 207.978 , 193.9785"
"23.9955 , 22.9755 , 57.987","65.994 , 167.994 , 154.989"
"23.9955 , 22.9755 , 57.987","104.9835 , 168.9885 , 153"
"23.9955 , 22.9755 , 57.987","8.976 , 110.976 , 121.992"
"23.9955 , 22.9755 , 57.987","54.978 , 116.994 , 103.989"
"23.9955 , 22.9755 , 57.987","3.978 , 78.999 , 73.9755"
"23.9955 , 22.9755 , 57.987","10.9905 , 59.976 , 56.9925"
"23.9955 , 22.9755 , 57.987","163.9905 , 226.9755 , 172.992"
"23.9955 , 22.9755 , 57.987","95.982 , 193.9785 , 110.976"
"23.9955 , 22.9755 , 57.987","131.988 , 179.979 , 127.9845"
"23.9955 , 22.9755 , 57.987","64.9995 , 161.976 , 68.9775"
"23.9955 , 22.9755 , 57.987","72.981 , 127.9845 , 85.986"
"23.9955 , 22.9755 , 57.987","32.997 , 116.994 , 39.984"
"23.9955 , 22.9755 , 57.987","22.9755 , 61.9905 , 31.977"
"23.9955 , 22.9755 , 57.987","216.9795 , 226.9755 , 106.998"
"23.9955 , 22.9755 , 57.987","197.982 , 221.9775 , 36.975"
"23.9955 , 22.9755 , 57.987","174.981 , 190.995 , 90.984"
"23.9955 , 22.9755 , 57.987","170.9775 , 201.9855 , 1.989"
"23.9955 , 22.9755 , 57.987","132.9825 , 147.9765 , 42.993"
"23.9955 , 22.9755 , 57.987","117.9885 , 142.9785 , 0.9945"
"23.9955 , 22.9755 , 57.987","68.9775 , 85.986 , 7.9815"
"23.9955 , 22.9755 , 57.987","251.991 , 236.997 , 119.9775"
"23.9955 , 22.9755 , 57.987","252.9855 , 221.9775 , 42.993"
"23.9955 , 22.9755 , 57.987","211.9815 , 190.995 , 81.9825"
"23.9955 , 22.9755 , 57.987","244.9785 , 208.998 , 0.9945"
"23.9955 , 22.9755 , 57.987","175.9755 , 151.98 , 45.9765"
"23.9955 , 22.9755 , 57.987","170.9775 , 143.9985 , 2.9835"
"23.9955 , 22.9755 , 57.987","104.9835 , 90.984 , 20.9865"
"23.9955 , 22.9755 , 57.987","250.9965 , 200.991 , 141.984"
"23.9955 , 22.9755 , 57.987","251.991 , 166.9995 , 40.9785"
"23.9955 , 22.9755 , 57.987","228.99 , 154.989 , 91.9785"
"23.9955 , 22.9755 , 57.987","255 , 143.9985 , 0"
"23.9955 , 22.9755 , 57.987","174.981 , 120.9975 , 60.996"
"23.9955 , 22.9755 , 57.987","172.992 , 100.98 , 1.989"
"23.9955 , 22.9755 , 57.987","118.983 , 69.9975 , 11.985"
"23.9955 , 22.9755 , 57.987","250.9965 , 175.9755 , 153"
"23.9955 , 22.9755 , 57.987","251.991 , 112.9905 , 46.9965"
"23.9955 , 22.9755 , 57.987","230.979 , 126.99 , 114.9795"
"23.9955 , 22.9755 , 57.987","232.9935 , 52.989 , 6.987"
"23.9955 , 22.9755 , 57.987","162.996 , 87.975 , 57.987"
"23.9955 , 22.9755 , 57.987","165.9795 , 26.979 , 1.989"
"23.9955 , 22.9755 , 57.987","120.9975 , 41.9985 , 24.99"
"23.9955 , 22.9755 , 57.987","246.993 , 153.9945 , 161.976"
"23.9955 , 22.9755 , 57.987","226.9755 , 97.9965 , 100.98"
"23.9955 , 22.9755 , 57.987","210.987 , 121.992 , 125.9955"
"23.9955 , 22.9755 , 57.987","218.994 , 11.985 , 39.984"
"23.9955 , 22.9755 , 57.987","150.9855 , 72.981 , 75.99"
"23.9955 , 22.9755 , 57.987","155.9835 , 8.976 , 26.979"
"23.9955 , 22.9755 , 57.987","89.9895 , 29.988 , 31.977"
"23.9955 , 22.9755 , 57.987","1.989 , 3.978 , 0.9945"
"23.9955 , 22.9755 , 57.987","41.9985 , 48.9855 , 40.9785"
"23.9955 , 22.9755 , 57.987","89.9895 , 95.982 , 81.9825"
"23.9955 , 22.9755 , 57.987","93.993 , 99.9855 , 85.986"
"23.9955 , 22.9755 , 57.987","126.99 , 130.9935 , 116.994"
"23.9955 , 22.9755 , 57.987","157.998 , 161.976 , 147.9765"
"23.9955 , 22.9755 , 57.987","180.999 , 186.9915 , 172.992"
"23.9955 , 22.9755 , 57.987","216.9795 , 218.994 , 205.989"
"23.9955 , 22.9755 , 57.987","246.993 , 247.9875 , 241.995"
"134.997 , 162.996 , 201.9855","134.997 , 162.996 , 201.9855"
"134.997 , 162.996 , 201.9855","66.9885 , 122.9865 , 196.9875"
"134.997 , 162.996 , 201.9855","95.982 , 122.9865 , 167.994"
"134.997 , 162.996 , 201.9855","12.9795 , 79.9935 , 162.996"
"134.997 , 162.996 , 201.9855","63.9795 , 89.9895 , 122.9865"
"134.997 , 162.996 , 201.9855","2.9835 , 44.982 , 136.986"
"134.997 , 162.996 , 201.9855","3.978 , 32.997 , 64.9995"
"134.997 , 162.996 , 201.9855","115.9995 , 183.9825 , 195.993"
"134.997 , 162.996 , 201.9855","51 , 148.9965 , 183.9825"
"134.997 , 162.996 , 201.9855","88.995 , 145.9875 , 162.996"
"134.997 , 162.996 , 201.9855","2.9835 , 82.977 , 154.989"
"134.997 , 162.996 , 201.9855","47.991 , 40.9785 , 116.994"
"134.997 , 162.996 , 201.9855","3.978 , 64.9995 , 111.996"
"134.997 , 162.996 , 201.9855","9.996 , 56.9925 , 76.9845"
"134.997 , 162.996 , 201.9855","141.984 , 207.978 , 193.9785"
"134.997 , 162.996 , 201.9855","65.994 , 167.994 , 154.989"
"134.997 , 162.996 , 201.9855","104.9835 , 168.9885 , 153"
"134.997 , 162.996 , 201.9855","8.976 , 110.976 , 121.992"
"134.997 , 162.996 , 201.9855","54.978 , 116.994 , 103.989"
"134.997 , 162.996 , 201.9855","3.978 , 78.999 , 73.9755"
"134.997 , 162.996 , 201.9855","10.9905 , 59.976 , 56.9925"
"134.997 , 162.996 , 201.9855","163.9905 , 226.9755 , 172.992"
"134.997 , 162.996 , 201.9855","95.982 , 193.9785 , 110.976"
"134.997 , 162.996 , 201.9855","131.988 , 179.979 , 127.9845"
"134.997 , 162.996 , 201.9855","64.9995 , 161.976 , 68.9775"
"134.997 , 162.996 , 201.9855","72.981 , 127.9845 , 85.986"
"134.997 , 162.996 , 201.9855","32.997 , 116.994 , 39.984"
"134.997 , 162.996 , 201.9855","22.9755 , 61.9905 , 31.977"
"134.997 , 162.996 , 201.9855","216.9795 , 226.9755 , 106.998"
"134.997 , 162.996 , 201.9855","197.982 , 221.9775 , 36.975"
"134.997 , 162.996 , 201.9855","174.981 , 190.995 , 90.984"
"134.997 , 162.996 , 201.9855","170.9775 , 201.9855 , 1.989"
"134.997 , 162.996 , 201.9855","132.9825 , 147.9765 , 42.993"
"134.997 , 162.996 , 201.9855","117.9885 , 142.9785 , 0.9945"
"134.997 , 162.996 , 201.9855","68.9775 , 85.986 , 7.9815"
"134.997 , 162.996 , 201.9855","251.991 , 236.997 , 119.9775"
"134.997 , 162.996 , 201.9855","252.9855 , 221.9775 , 42.993"
"134.997 , 162.996 , 201.9855","211.9815 , 190.995 , 81.9825"
"134.997 , 162.996 , 201.9855","244.9785 , 208.998 , 0.9945"
"134.997 , 162.996 , 201.9855","175.9755 , 151.98 , 45.9765"
"134.997 , 162.996 , 201.9855","170.9775 , 143.9985 , 2.9835"
"134.997 , 162.996 , 201.9855","104.9835 , 90.984 , 20.9865"
"134.997 , 162.996 , 201.9855","250.9965 , 200.991 , 141.984"
"134.997 , 162.996 , 201.9855","251.991 , 166.9995 , 40.9785"
"134.997 , 162.996 , 201.9855","228.99 , 154.989 , 91.9785"
"134.997 , 162.996 , 201.9855","255 , 143.9985 , 0"
"134.997 , 162.996 , 201.9855","174.981 , 120.9975 , 60.996"
"134.997 , 162.996 , 201.9855","172.992 , 100.98 , 1.989"
"134.997 , 162.996 , 201.9855","118.983 , 69.9975 , 11.985"
"134.997 , 162.996 , 201.9855","250.9965 , 175.9755 , 153"
"134.997 , 162.996 , 201.9855","251.991 , 112.9905 , 46.9965"
"134.997 , 162.996 , 201.9855","230.979 , 126.99 , 114.9795"
"134.997 , 162.996 , 201.9855","232.9935 , 52.989 , 6.987"
"134.997 , 162.996 , 201.9855","162.996 , 87.975 , 57.987"
"134.997 , 162.996 , 201.9855","165.9795 , 26.979 , 1.989"
"134.997 , 162.996 , 201.9855","120.9975 , 41.9985 , 24.99"
"134.997 , 162.996 , 201.9855","246.993 , 153.9945 , 161.976"
"134.997 , 162.996 , 201.9855","226.9755 , 97.9965 , 100.98"
"134.997 , 162.996 , 201.9855","210.987 , 121.992 , 125.9955"
"134.997 , 162.996 , 201.9855","218.994 , 11.985 , 39.984"
"134.997 , 162.996 , 201.9855","150.9855 , 72.981 , 75.99"
"134.997 , 162.996 , 201.9855","155.9835 , 8.976 , 26.979"
"134.997 , 162.996 , 201.9855","89.9895 , 29.988 , 31.977"
"134.997 , 162.996 , 201.9855","1.989 , 3.978 , 0.9945"
"134.997 , 162.996 , 201.9855","41.9985 , 48.9855 , 40.9785"
"134.997 , 162.996 , 201.9855","89.9895 , 95.982 , 81.9825"
"134.997 , 162.996 , 201.9855","93.993 , 99.9855 , 85.986"
"134.997 , 162.996 , 201.9855","126.99 , 130.9935 , 116.994"
"134.997 , 162.996 , 201.9855","157.998 , 161.976 , 147.9765"
"134.997 , 162.996 , 201.9855","180.999 , 186.9915 , 172.992"
"134.997 , 162.996 , 201.9855","216.9795 , 218.994 , 205.989"
"134.997 , 162.996 , 201.9855","246.993 , 247.9875 , 241.995"
"66.9885 , 122.9865 , 196.9875","66.9885 , 122.9865 , 196.9875"
"66.9885 , 122.9865 , 196.9875","95.982 , 122.9865 , 167.994"
"66.9885 , 122.9865 , 196.9875","12.9795 , 79.9935 , 162.996"
"66.9885 , 122.9865 , 196.9875","63.9795 , 89.9895 , 122.9865"
"66.9885 , 122.9865 , 196.9875","2.9835 , 44.982 , 136.986"
"66.9885 , 122.9865 , 196.9875","3.978 , 32.997 , 64.9995"
"66.9885 , 122.9865 , 196.9875","115.9995 , 183.9825 , 195.993"
"66.9885 , 122.9865 , 196.9875","51 , 148.9965 , 183.9825"
"66.9885 , 122.9865 , 196.9875","88.995 , 145.9875 , 162.996"
"66.9885 , 122.9865 , 196.9875","2.9835 , 82.977 , 154.989"
"66.9885 , 122.9865 , 196.9875","47.991 , 40.9785 , 116.994"
"66.9885 , 122.9865 , 196.9875","3.978 , 64.9995 , 111.996"
"66.9885 , 122.9865 , 196.9875","9.996 , 56.9925 , 76.9845"
"66.9885 , 122.9865 , 196.9875","141.984 , 207.978 , 193.9785"
"66.9885 , 122.9865 , 196.9875","65.994 , 167.994 , 154.989"
"66.9885 , 122.9865 , 196.9875","104.9835 , 168.9885 , 153"
"66.9885 , 122.9865 , 196.9875","8.976 , 110.976 , 121.992"
"66.9885 , 122.9865 , 196.9875","54.978 , 116.994 , 103.989"
"66.9885 , 122.9865 , 196.9875","3.978 , 78.999 , 73.9755"
"66.9885 , 122.9865 , 196.9875","10.9905 , 59.976 , 56.9925"
"66.9885 , 122.9865 , 196.9875","163.9905 , 226.9755 , 172.992"
"66.9885 , 122.9865 , 196.9875","95.982 , 193.9785 , 110.976"
"66.9885 , 122.9865 , 196.9875","131.988 , 179.979 , 127.9845"
"66.9885 , 122.9865 , 196.9875","64.9995 , 161.976 , 68.9775"
"66.9885 , 122.9865 , 196.9875","72.981 , 127.9845 , 85.986"
"66.9885 , 122.9865 , 196.9875","32.997 , 116.994 , 39.984"
"66.9885 , 122.9865 , 196.9875","22.9755 , 61.9905 , 31.977"
"66.9885 , 122.9865 , 196.9875","216.9795 , 226.9755 , 106.998"
"66.9885 , 122.9865 , 196.9875","197.982 , 221.9775 , 36.975"
"66.9885 , 122.9865 , 196.9875","174.981 , 190.995 , 90.984"
"66.9885 , 122.9865 , 196.9875","170.9775 , 201.9855 , 1.989"
"66.9885 , 122.9865 , 196.9875","132.9825 , 147.9765 , 42.993"
"66.9885 , 122.9865 , 196.9875","117.9885 , 142.9785 , 0.9945"
"66.9885 , 122.9865 , 196.9875","68.9775 , 85.986 , 7.9815"
"66.9885 , 122.9865 , 196.9875","251.991 , 236.997 , 119.9775"
"66.9885 , 122.9865 , 196.9875","252.9855 , 221.9775 , 42.993"
